organization,location,longitude,latitude,recordingDate,length(s),landFeatures,locationVisitImages
PC,PENP-BS-6,-62.707731,46.44671,2023-07-27 20:08,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-27 19:48,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-27 19:28,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-27 19:08,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-27 18:48,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-27 8:26,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-27 8:06,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-27 7:46,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-27 7:26,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-27 7:06,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-27 6:46,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-27 6:26,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-27 6:06,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-27 5:46,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-27 5:26,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-27 5:06,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-27 4:46,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-27 4:26,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 22:30,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 22:10,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 21:50,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 21:30,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 21:10,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 20:50,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 20:30,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 20:10,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 19:50,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 19:30,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 19:10,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 18:50,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 8:25,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 8:05,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 7:45,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 7:25,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 7:05,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 6:45,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 6:25,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 6:05,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 5:45,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 5:25,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 5:05,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 4:45,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-26 4:25,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 22:31,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 22:11,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 21:51,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 21:31,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 21:11,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 20:51,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 20:31,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 20:11,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 19:51,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 19:31,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 19:11,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 18:51,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 8:23,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 8:03,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 7:43,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 7:23,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 7:03,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 6:43,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 6:23,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 6:03,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 5:43,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 5:23,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 5:03,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 4:43,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-25 4:23,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 22:32,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 22:12,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 21:52,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 21:32,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 21:12,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 20:52,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 20:32,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 20:12,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 19:52,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 19:32,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 19:12,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 18:52,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 8:22,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 8:02,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 7:42,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 7:22,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 7:02,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 6:42,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 6:22,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 6:02,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 5:42,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 5:22,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 5:02,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 4:42,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-24 4:22,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 22:33,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 22:13,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 21:53,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 21:33,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 21:13,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 20:53,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 20:33,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 20:13,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 19:53,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 19:33,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 19:13,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 18:53,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 8:21,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 8:01,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 7:41,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 7:21,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 7:01,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 6:41,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 6:21,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 6:01,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 5:41,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 5:21,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 5:01,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 4:41,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-23 4:21,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 22:34,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 22:14,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 21:54,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 21:34,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 21:14,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 20:54,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 20:34,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 20:14,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 19:54,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 19:34,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 19:14,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 18:54,900,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-22 8:40,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 8:20,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 8:00,900,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-22 7:40,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 7:40,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 7:20,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 7:00,900,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-22 6:40,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 6:40,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 6:20,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 6:00,900,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-22 5:40,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 5:40,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 5:20,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 5:00,900,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-22 4:40,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 4:40,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-22 4:20,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 22:35,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 22:15,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 21:55,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 21:35,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 21:15,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 20:55,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 20:35,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 20:15,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 19:55,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 19:35,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 19:15,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 18:55,900,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-21 8:39,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 8:19,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 7:59,900,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-21 7:39,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 7:39,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 7:19,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 6:59,900,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-21 6:39,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 6:39,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 6:19,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 5:59,900,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-21 5:39,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 5:39,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 5:19,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 4:59,900,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-21 4:39,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 4:39,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-21 4:19,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 22:36,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 22:16,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 21:56,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 21:36,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 21:16,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 20:56,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 20:36,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 20:16,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 19:56,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 19:36,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 19:16,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 18:56,900,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-20 8:38,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 8:18,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 7:58,900,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-20 7:38,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 7:38,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 7:18,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 6:58,900,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-20 6:38,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 6:38,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 6:18,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 5:58,900,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-20 5:38,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 5:38,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 5:18,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 4:58,900,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-20 4:38,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 4:38,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-20 4:18,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 22:37,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 22:17,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 21:57,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 21:37,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 21:17,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 20:57,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 20:37,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 20:17,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 19:57,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 19:37,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 19:17,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 18:57,900,,
PC,PENP-1-1,-63.39246,46.49269,2023-07-19 8:39,1800,,
PC,PENP-3-4,-63.08571,46.41564,2023-07-19 8:38,1800,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-19 8:37,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 8:17,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 7:57,900,,
PC,PENP-1-1,-63.39246,46.49269,2023-07-19 7:39,1800,,
PC,PENP-3-4,-63.08571,46.41564,2023-07-19 7:38,1800,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-19 7:37,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 7:37,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 7:17,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 6:57,900,,
PC,PENP-1-1,-63.39246,46.49269,2023-07-19 6:39,1800,,
PC,PENP-3-4,-63.08571,46.41564,2023-07-19 6:38,1800,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-19 6:37,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 6:37,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 6:17,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 5:57,900,,
PC,PENP-1-1,-63.39246,46.49269,2023-07-19 5:39,1800,,
PC,PENP-3-4,-63.08571,46.41564,2023-07-19 5:38,1800,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-19 5:37,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 5:37,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 5:17,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 4:57,900,,
PC,PENP-1-1,-63.39246,46.49269,2023-07-19 4:39,1800,,
PC,PENP-3-4,-63.08571,46.41564,2023-07-19 4:38,1800,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-19 4:37,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 4:37,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-19 4:17,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 22:38,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 22:18,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 21:58,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 21:38,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 21:18,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 20:58,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 20:38,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 20:18,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 19:58,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 19:38,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 19:18,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 18:58,900,,
PC,PENP-1-1,-63.39246,46.49269,2023-07-18 8:38,1800,,
PC,PENP-3-4,-63.08571,46.41564,2023-07-18 8:37,1800,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-18 8:36,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 8:16,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 7:56,900,,
PC,PENP-1-1,-63.39246,46.49269,2023-07-18 7:38,1800,,
PC,PENP-3-4,-63.08571,46.41564,2023-07-18 7:37,1800,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-18 7:36,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 7:36,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 7:16,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 6:56,900,,
PC,PENP-1-1,-63.39246,46.49269,2023-07-18 6:38,1800,,
PC,PENP-3-4,-63.08571,46.41564,2023-07-18 6:37,1800,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-18 6:36,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 6:36,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 6:16,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 5:56,900,,
PC,PENP-1-1,-63.39246,46.49269,2023-07-18 5:38,1800,,
PC,PENP-3-4,-63.08571,46.41564,2023-07-18 5:37,1800,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-18 5:36,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 5:36,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 5:16,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 4:56,900,,
PC,PENP-1-1,-63.39246,46.49269,2023-07-18 4:38,1800,,
PC,PENP-3-4,-63.08571,46.41564,2023-07-18 4:37,1800,,
PC,PENP-4-5,-62.674625,46.452417,2023-07-18 4:36,1800,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 4:36,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-18 4:16,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-17 22:39,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-17 22:19,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-17 21:59,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-17 21:39,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-17 21:19,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-17 20:59,900,,
PC,PENP-BS-6,-62.707731,46.44671,2023-07-17 20:39,900,,
