location,recordingDate,method,taskLength,transcriber,species,speciesIndividualNumber,vocalization,abundance,startTime,tagLength,minFreq,maxFreq,internal_tag_id
PENP-1-1, 2021-06-07 01:22:00,1SPM,180,Steve Enid,ALFL,2,Song,1,2.25,1.05,1354.09,6490.27,2266135
PENP-1-1, 2021-06-07 01:22:00,1SPM,180,Steve Enid,ALFL,3,Song,1,3.21,0.94,1540.86,5416.34,2266136
PENP-1-1, 2021-06-07 01:22:00,1SPM,180,Steve Enid,YEWA,1,Song,1,4.28,1.36,2287.94,8778.21,2266137
PENP-1-1, 2021-06-07 01:22:00,1SPM,180,Steve Enid,COYE,1,Song,1,7.95,1.59,2147.86,7517.51,2266139
PENP-1-1, 2021-06-07 01:22:00,1SPM,180,Steve Enid,COYE,2,Song,1,9.86,1.8,1540.86,7003.89,2266144
PENP-1-1, 2021-06-07 01:22:00,1SPM,180,Steve Enid,YEWA,2,Song,1,19.93,1.47,2474.71,8217.9,2266151
PENP-1-1, 2021-06-07 01:22:00,1SPM,180,Steve Enid,AMRO,1,Song,1,1.6,5.31,140.08,3128.4,2266141
PENP-1-1, 2021-06-07 01:22:00,1SPM,180,Steve Enid,AMRO,2,Song,1,30.68,3.55,980.54,4202.33,2266155
LXI-1, 2021-07-23 05:43:00,1SPM,180,Steve Enid,BCCH,1,Song,1,0.03,1.78,1494.16,8451.36,2260927
LXI-1, 2021-07-23 05:43:00,1SPM,180,Steve Enid,BTNW,1,Song,1,2.75,1.08,3268.48,7330.74,2260940
LXI-1, 2021-07-23 05:43:00,1SPM,180,Steve Enid,UNPA,1,Call,1,6.23,3.37,7330.74,11019.46,2260942
LXI-1, 2021-07-23 05:43:00,1SPM,180,Steve Enid,BTNW,2,Song,1,73.03,2.23,3735.41,8077.82,2260951
LXI-1, 2021-07-23 05:43:00,1SPM,180,Steve Enid,UNKN,1,Call,1,10.14,1.61,560.31,3642.02,2260944
LXI-1, 2021-07-23 05:43:00,1SPM,180,Steve Enid,YEWA,1,Song,1,126.59,1.42,1914.4,6396.89,2260956
LXI-1, 2021-07-23 05:43:00,1SPM,180,Steve Enid,AMRO,1,Song,1,18.58,2.32,887.16,5649.81,2260945
LXI-1, 2021-07-23 05:43:00,1SPM,180,Steve Enid,WWCR,1,Song,1,24.9,5.24,1540.86,8544.75,2260946
LXI-1, 2021-07-23 05:43:00,1SPM,180,Steve Enid,LIWI,1,Non-vocal,1,34.8,2.51,1634.24,8451.36,2260947
LXI-1, 2021-07-23 05:43:00,1SPM,180,Steve Enid,YRWA,1,Song,1,66.14,1.34,2054.47,5789.88,2260949
PENP-1-4, 2021-06-22 01:21:00,1SPM,180,Steve Enid,AMRO,1,Song,1,61.28,4.5,1027.24,4669.26,2268904
PENP-1-4, 2021-06-22 01:21:00,1SPM,180,Steve Enid,MORA,1,Non-vocal,1,48.88,8.12,2988.33,10459.14,2268906
PENP-1-4, 2021-06-22 01:21:00,1SPM,180,Steve Enid,MOWI,1,Non-vocal,1,96.4,7.03,2381.32,9945.53,2268907
PENP-1-4, 2021-06-22 01:21:00,1SPM,180,Steve Enid,ALFL,1,Song,1,175.33,1.45,653.7,7237.35,2268910
PENP-1-5, 2021-07-05 02:27:00,1SPM,180,Steve Enid,AMRO,1,Call,1,14.79,1.37,1914.4,8498.05,2269050
PENP-1-5, 2021-07-05 02:27:00,1SPM,180,Steve Enid,AMRE,1,Song,1,3.28,1.52,3221.79,8404.67,2269028
PENP-1-5, 2021-07-05 02:27:00,1SPM,180,Steve Enid,REVI,1,Song,1,1.94,1.89,1354.09,5182.88,2269031
PENP-1-5, 2021-07-05 02:27:00,1SPM,180,Steve Enid,OVEN,1,Song,1,9.2,1.51,1680.93,8264.59,2269034
PENP-1-5, 2021-07-05 02:27:00,1SPM,180,Steve Enid,REVI,2,Song,1,4.65,2.11,933.85,5322.96,2269038
PENP-1-5, 2021-07-05 02:27:00,1SPM,180,Steve Enid,OVEN,2,Song,1,10.89,2.1,2287.94,10178.99,2269045
PENP-1-5, 2021-07-05 02:27:00,1SPM,180,Steve Enid,OVEN,3,Song,1,20.21,2.33,2194.55,9712.06,2269054
PENP-1-5, 2021-07-05 02:27:00,1SPM,180,Steve Enid,BTNW,1,Song,1,40.58,2.02,2614.79,6817.12,2269058
PENP-1-5, 2021-07-05 02:27:00,1SPM,180,Steve Enid,MORA,1,Non-vocal,1,76.76,2.2,4482.49,11066.15,2269077
PENP-1-5, 2021-07-05 02:27:00,1SPM,180,Steve Enid,BLBW,1,Song,1,42.58,1.25,3455.25,9712.06,2269081
PENP-1-5, 2021-07-05 02:27:00,1SPM,180,Steve Enid,HETH,1,Song,1,117.78,1.81,1073.93,6490.27,2269092
PENP-1-5, 2021-07-05 02:27:00,1SPM,180,Steve Enid,SWTH,1,Song,1,0.64,1.45,793.77,5789.88,2269064
PENP-1-5, 2021-06-29 05:24:00,1SPM,180,Steve Enid,AMRO,1,Call,1,2.9,3.43,887.16,2848.25,2263585
PENP-1-5, 2021-06-29 05:24:00,1SPM,180,Steve Enid,AMRO,2,Call,1,8.44,2.01,466.93,2988.33,2263588
PENP-1-5, 2021-06-29 05:24:00,1SPM,180,Steve Enid,EAWP,1,Song,1,3.26,1.59,1727.63,6210.12,2263575
PENP-1-5, 2021-06-29 05:24:00,1SPM,180,Steve Enid,BTNW,1,Song,1,0.1,1.66,2007.78,7190.66,2263578
PENP-1-5, 2021-06-29 05:24:00,1SPM,180,Steve Enid,REVI,1,Song,1,1.33,1.8,420.23,5556.42,2263582
PENP-1-5, 2021-06-29 05:24:00,1SPM,180,Steve Enid,REVI,2,Song,1,7.49,1.41,1540.86,6817.12,2263591
PENP-1-5, 2021-06-29 05:24:00,1SPM,180,Steve Enid,OVEN,1,Song,1,10.8,2.1,2241.25,8778.21,2263593
PENP-1-5, 2021-06-29 05:24:00,1SPM,180,Steve Enid,BLJA,1,Call,1,9.95,1.44,560.31,4762.65,2263594
PENP-1-5, 2021-06-29 05:24:00,1SPM,180,Steve Enid,UNPA,1,Call,1,3.95,3.23,3828.79,10272.37,2263596
PENP-1-5, 2021-06-29 05:24:00,1SPM,180,Steve Enid,OVEN,2,Song,1,41.43,2.13,1027.24,7564.2,2263602
PENP-1-5, 2021-06-29 05:24:00,1SPM,180,Steve Enid,AMRE,1,Song,1,136.83,1.48,4342.41,9151.75,2263612
PENP-1-5, 2021-06-29 05:24:00,1SPM,180,Steve Enid,AMRE,2,Song,1,151.11,1.62,3501.95,9478.6,2263621
PENP-1-5, 2021-06-29 05:24:00,1SPM,180,Steve Enid,BLBW,1,Song,1,126.86,1.79,3595.33,7984.44,2263607
PENP-1-2, 2021-05-20 05:34:00,1SPM,180,Steve Enid,BTNW,1,Song,1,4.23,2,2614.79,8077.82,2266041
PENP-1-2, 2021-05-20 05:34:00,1SPM,180,Steve Enid,BLJA,1,Call,1,13.06,0.99,1354.09,8824.9,2266045
PENP-1-2, 2021-05-20 05:34:00,1SPM,180,Steve Enid,CHSP,1,Song,1,6.1,1.31,2287.94,7190.66,2266049
PENP-1-2, 2021-05-20 05:34:00,1SPM,180,Steve Enid,CHSP,2,Song,1,7.41,1.58,2334.63,7143.97,2266050
PENP-1-2, 2021-05-20 05:34:00,1SPM,180,Steve Enid,AMRO,1,Call,1,14.89,1.21,1214.01,8217.9,2266047
PENP-1-2, 2021-05-20 05:34:00,1SPM,180,Steve Enid,YRWA,1,Song,1,10.41,1.68,2801.56,7190.66,2266042
PENP-1-2, 2021-05-20 05:34:00,1SPM,180,Steve Enid,WTSP,1,Song,1,2.51,2.23,2194.55,4529.18,2266054
PENP-1-2, 2021-05-20 05:34:00,1SPM,180,Steve Enid,AMGO,1,Call,1,1.48,1.27,1867.7,6817.12,2266056
PENP-1-2, 2021-05-20 05:34:00,1SPM,180,Steve Enid,BTNW,2,Song,1,17.9,1.38,2381.32,8171.21,2266058
PENP-1-2, 2021-05-20 05:34:00,1SPM,180,Steve Enid,SPPE,1,Song,CI 1,16.31,8.98,747.08,3268.48,2266060
PENP-1-2, 2021-05-20 05:34:00,1SPM,180,Steve Enid,AMCR,1,Call,1,22.85,2.73,466.93,2474.71,2266062
PENP-1-2, 2021-05-20 05:34:00,1SPM,180,Steve Enid,SWSP,1,Song,1,48.2,3.05,2614.79,7657.59,2266065
PENP-1-2, 2021-05-20 05:34:00,1SPM,180,Steve Enid,COYE,1,Song,1,79.31,2,2334.63,7050.58,2266069
PENP-1-2, 2021-05-20 05:34:00,1SPM,180,Steve Enid,YEWA,1,Song,1,91.74,1.54,3455.25,8684.82,2266071
PENP-1-2, 2021-05-20 05:34:00,1SPM,180,Steve Enid,WTSP,2,Song,1,124.8,2.06,2848.25,6396.89,2266073
PENP-1-2, 2021-05-20 05:34:00,1SPM,180,Steve Enid,WTSP,3,Song,1,140.99,3.42,3361.87,6630.35,2266074
PENP-1-2, 2021-05-20 05:34:00,1SPM,180,Steve Enid,SOSP,1,Song,1,143.8,2.7,1727.63,8544.75,2266075
PENP-1-2, 2021-05-20 05:34:00,1SPM,180,Steve Enid,YRWA,2,Song,1,54.29,1.57,3221.79,7003.89,2266067
PENP-1-2, 2021-05-20 05:34:00,1SPM,180,Steve Enid,UNWA,1,Song,1,158.21,1.69,1914.4,7143.97,2266078
PENP-1-4, 2021-06-19 02:20:00,1SPM,180,Steve Enid,RESQ,1,Call,1,44.75,2.53,4949.42,10926.07,2260258
PENP-1-4, 2021-06-19 02:20:00,1SPM,180,Steve Enid,REVI,1,Song,1,0,2.16,1027.24,6116.73,2260252
PENP-1-4, 2021-06-19 02:20:00,1SPM,180,Steve Enid,REVI,2,Song,1,4.84,2.5,1307.39,6583.66,2260253
PENP-1-4, 2021-06-19 02:20:00,1SPM,180,Steve Enid,YEWA,1,Song,1,17.6,1.33,3035.02,8498.05,2260254
PENP-1-4, 2021-06-19 02:20:00,1SPM,180,Steve Enid,AMCR,1,Call,1,50.4,1.76,186.77,2708.17,2260261
PENP-1-4, 2021-06-19 02:20:00,1SPM,180,Steve Enid,BTNW,1,Song,1,53.4,1.84,3221.79,7564.2,2260264
PENP-1-4, 2021-06-19 02:20:00,1SPM,180,Steve Enid,YRWA,1,Song,1,34.04,1.91,3035.02,6536.96,2260257
PENP-1-4, 2021-06-19 02:20:00,1SPM,180,Steve Enid,GCKI,1,Song,1,121.59,3.04,6070.04,9945.53,2260270
PENP-1-4, 2021-06-19 02:20:00,1SPM,180,Steve Enid,BTNW,2,Song,1,143.1,1.85,3221.79,8357.98,2260272
PENP-1-4, 2021-06-19 02:20:00,1SPM,180,Steve Enid,RESQ,2,Call,1,63.56,2.05,4108.95,11719.84,2260265
PENP-1-4, 2021-06-19 02:20:00,1SPM,180,Steve Enid,SOSP,1,Song,1,29.1,2.91,1587.55,9245.14,2260256
PENP-1-3, 2021-05-29 02:26:00,1SPM,180,Steve Enid,AMRO,1,Song,1,0.09,2.09,1680.93,4482.49,2269257
PENP-1-3, 2021-05-29 02:26:00,1SPM,180,Steve Enid,AMRO,2,Song,1,19.93,2.37,1540.86,4435.8,2269291
PENP-1-3, 2021-05-29 02:26:00,1SPM,180,Steve Enid,OVEN,1,Song,1,2.83,2.85,2661.48,7937.74,2269245
PENP-1-3, 2021-05-29 02:26:00,1SPM,180,Steve Enid,AMCR,1,Call,1,0.95,2.08,280.16,3501.95,2269248
PENP-1-3, 2021-05-29 02:26:00,1SPM,180,Steve Enid,OVEN,2,Song,1,9.25,2.21,2661.48,7984.44,2269267
PENP-1-3, 2021-05-29 02:26:00,1SPM,180,Steve Enid,EAWP,1,Song,1,11.94,1.85,2287.94,6116.73,2269271
PENP-1-3, 2021-05-29 02:26:00,1SPM,180,Steve Enid,BLBW,1,Song,1,16.54,2.04,5089.49,10739.3,2269277
PENP-1-3, 2021-05-29 02:26:00,1SPM,180,Steve Enid,BTNW,1,Song,1,18.45,1.49,4108.95,9852.14,2269281
PENP-1-3, 2021-05-29 02:26:00,1SPM,180,Steve Enid,MAWA,1,Song,1,15.86,1.67,2147.86,7237.35,2269288
PENP-1-3, 2021-05-29 02:26:00,1SPM,180,Steve Enid,OVEN,3,Song,1,140.54,1.94,1634.24,8918.29,2269343
PENP-1-3, 2021-05-29 02:26:00,1SPM,180,Steve Enid,AMRO,3,Call,1,152.88,1.52,1680.93,7517.51,2269346
PENP-1-3, 2021-05-29 02:26:00,1SPM,180,Steve Enid,AMCR,2,Call,1,30.16,3.13,280.16,2941.63,2269304
PENP-1-3, 2021-05-29 02:26:00,1SPM,180,Steve Enid,UNWA,1,Call,1,124.26,1.52,5836.58,10552.53,2269340
PENP-1-3, 2021-05-29 02:26:00,1SPM,180,Steve Enid,BTBW,2,Song,1,12.98,2.18,2941.63,8544.75,2269273
PENP-1-3, 2021-05-29 02:26:00,1SPM,180,Steve Enid,BTBW,1,Song,1,7.44,1.62,3688.72,8498.05,2269263
LXI-1, 2021-07-28 01:48:00,1SPM,180,Steve Enid,AMRO,1,Song,1,0.94,2.34,887.16,4108.95,2259884
LXI-1, 2021-07-28 01:48:00,1SPM,180,Steve Enid,LIRA,1,Non-vocal,1,6.34,3.71,513.62,7190.66,2259885
LXI-1, 2021-07-28 01:48:00,1SPM,180,Steve Enid,UNKN,1,Non-vocal,1,94.6,2.15,186.77,4295.72,2259889
LXI-1, 2021-07-28 01:48:00,1SPM,180,Steve Enid,AMRO,2,Song,1,76.49,3.76,840.47,5136.19,2259887
PENP-1-6, 2021-07-14 04:35:00,1SPM,180,Steve Enid,EAWP,1,Song,1,9.06,1.95,2381.32,7424.12,2266547
PENP-1-6, 2021-07-14 04:35:00,1SPM,180,Steve Enid,REVI,1,Song,1,0.65,3.51,1260.7,7330.74,2266548
PENP-1-6, 2021-07-14 04:35:00,1SPM,180,Steve Enid,LIBA,1,Non-vocal,1,6.03,2.35,46.69,2661.48,2266552
PENP-1-6, 2021-07-14 04:35:00,1SPM,180,Steve Enid,AMCR,1,Call,1,22.36,2.39,466.93,2801.56,2266555
PENP-1-6, 2021-07-14 04:35:00,1SPM,180,Steve Enid,MOBA,1,Non-vocal,1,42.31,13.18,0,4062.26,2266560
PENP-1-6, 2021-07-14 04:35:00,1SPM,180,Steve Enid,UNPA,1,Call,1,100.99,1.92,1400.78,9478.6,2266576
PENP-1-6, 2021-07-14 04:35:00,1SPM,180,Steve Enid,AMRO,1,Call,1,141.73,1.96,3642.02,9992.22,2266588
PENP-1-6, 2021-07-14 04:35:00,1SPM,180,Steve Enid,REVI,2,Song,1,103.1,3.39,793.77,7470.82,2266580
PENP-1-1, 2021-06-07 03:22:00,1SPM,180,Steve Enid,AMRO,1,Song,1,70.14,2.39,1307.39,4669.26,2262800
PENP-1-1, 2021-06-07 03:22:00,1SPM,180,Steve Enid,AMRE,1,Song,1,3.46,2.12,1354.09,8311.28,2262791
PENP-1-1, 2021-06-07 03:22:00,1SPM,180,Steve Enid,AMRE,2,Song,1,4.85,1.35,2194.55,9105.06,2262792
PENP-1-1, 2021-06-07 03:22:00,1SPM,180,Steve Enid,HAWO,1,Call,1,0.33,1.03,466.93,11766.54,2262793
PENP-1-1, 2021-06-07 03:22:00,1SPM,180,Steve Enid,REVI,1,Song,1,1.94,1.21,1634.24,7704.28,2262794
PENP-1-1, 2021-06-07 03:22:00,1SPM,180,Steve Enid,AMRE,3,Song,1,5.98,1.2,3501.95,8451.36,2262795
PENP-1-1, 2021-06-07 03:22:00,1SPM,180,Steve Enid,AMRE,4,Song,1,7.53,1.37,2894.94,8824.9,2262796
PENP-1-1, 2021-06-07 03:22:00,1SPM,180,Steve Enid,REVI,2,Song,1,19.66,1.93,1727.63,6350.19,2262797
PENP-1-1, 2021-06-07 03:22:00,1SPM,180,Steve Enid,AMRE,5,Song,1,32.96,1.14,4295.72,9712.06,2262798
PENP-1-1, 2021-06-07 03:22:00,1SPM,180,Steve Enid,BLJA,1,Call,1,52.43,3.63,887.16,4715.95,2262799
PENP-1-1, 2021-06-07 03:22:00,1SPM,180,Steve Enid,ALFL,1,Song,1,87.64,0.8,2007.78,6490.27,2262801
PENP-1-1, 2021-06-07 03:22:00,1SPM,180,Steve Enid,BAWW,1,Song,1,90.43,1.45,4015.56,9618.68,2262802
PENP-1-1, 2021-06-07 03:22:00,1SPM,180,Steve Enid,REVI,3,Song,1,173.19,2.15,1774.32,7844.36,2262803
PENP-1-4, 2021-06-18 05:20:00,1SPM,180,Steve Enid,GCKI,1,Call,1,82.5,1.39,6116.73,9852.14,2311863
PENP-1-4, 2021-06-18 05:20:00,1SPM,180,Steve Enid,LITF,1,Non-vocal,1,158.59,6.04,140.08,2381.32,2311865
PENP-1-4, 2021-06-18 05:20:00,1SPM,180,Steve Enid,AMCR,2,Song,1,12.76,1.59,326.85,3081.71,2311826
PENP-1-4, 2021-06-18 05:20:00,1SPM,180,Steve Enid,REVI,1,Song,1,0.16,2.49,1167.32,6163.42,2311822
PENP-1-4, 2021-06-18 05:20:00,1SPM,180,Steve Enid,RWBL,1,Call,1,33.2,0.98,933.85,8778.21,2311828
PENP-1-4, 2021-06-18 05:20:00,1SPM,180,Steve Enid,CEDW,1,Song,1,49.51,1.09,6116.73,9992.22,2311832
PENP-1-4, 2021-06-18 05:20:00,1SPM,180,Steve Enid,YEWA,1,Song,1,62.11,1.65,2661.48,8451.36,2311834
PENP-1-4, 2021-06-18 05:20:00,1SPM,180,Steve Enid,AMRO,1,Song,1,6.91,3.18,933.85,4902.72,2311821
PENP-1-4, 2021-06-18 05:20:00,1SPM,180,Steve Enid,BTNW,1,Song,1,9.78,1.87,3408.56,7984.44,2311823
PENP-1-4, 2021-06-18 05:20:00,1SPM,180,Steve Enid,REVI,2,Song,1,39.88,1.16,1307.39,5696.5,2311830
PENP-1-4, 2021-06-18 05:20:00,1SPM,180,Steve Enid,AMCR,1,Song,1,11.08,1.72,46.69,2848.25,2311824
PENP-1-4, 2021-06-18 05:20:00,1SPM,180,Steve Enid,RESQ,1,Call,1,76.05,3,4435.8,11393,2311836
